AS ID,Country,Description
5303,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5304,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5305,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5306,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5307,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5308,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5309,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5310,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5311,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5312,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5313,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5314,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5315,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5316,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5317,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5318,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5319,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5320,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5321,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5322,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5323,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5324,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5325,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5326,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5327,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5328,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5329,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5330,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5331,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5332,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5333,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5334,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5335,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5336,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5337,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5338,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5339,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5340,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5341,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5342,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5343,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5344,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5345,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5346,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5347,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5348,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5349,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5350,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5351,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5352,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5353,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5354,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5355,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5356,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5357,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5358,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5359,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5360,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5361,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5362,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5363,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5364,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5365,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5366,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5367,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5368,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5369,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5370,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5371,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5372,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5373,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5374,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5375,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5376,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5377,LT,"TAIDE-EMEA Astrium Services Enterprises AS,LT"
5378,GB,"Cable & Wireless UK P.U.C.,GB"
5379,MK,"MK-UKIM-AS Univerzitet ""Sv. Kiril i Metodij"",MK"
5380,UA,"MONOLIT ISP,UA"
5381,NO,"POWTECH-AS PowerTech Information Systems AS,NO"
5382,IT,"TELESYSTEM-NET PLANET SERVICE SRL,IT"
5383,ZZ,"-Reserved AS-,ZZ"
5384,AE,"EMIRATES-INTERNET Emirates Telecommunications Corporation,AE"
5385,AT,"RUSSMEDIA-IT Russmedia IT GmbH,AT"
5386,RU,"COSMOS-SN-AS Space Research Institute of Russian Academy of Sciences,RU"
5387,RU,"NSC Institute of Computational Technologies of SB RAS,RU"
5388,GB,"ENERGIS-AS Cable & Wireless UK P.U.C.,GB"
5389,ZZ,"-Reserved AS-,ZZ"
5390,NL,"EURONET Online Breedband B.V.,NL"
5391,HR,"T-HT Hrvatski Telekom d.d.,HR"
5392,IT,"TELNET-ITALY TELNET S.r.l.,IT"
5393,ZZ,"-Reserved AS-,ZZ"
5394,IT,"UNIDATA UNIDATA S.p.A.,IT"
5395,ZZ,"-Reserved AS-,ZZ"
5396,IT,"MC-LINK MC-link Spa,IT"
5397,IT,"INROMA-AS CINECA CONSORZIO INTERUNIVERSITARIO,IT"
5398,CH,"TINEXT SA,CH"
5399,NL,"Claranet Benelux B.V.,NL"
5400,GB,"BT British Telecommunications plc,GB"
5401,DE,"ASN-CLUENET Daniel Roesen,DE"
5402,ZZ,"-Reserved AS-,ZZ"
5403,AT,"AS5403 APA-IT Informations Technologie G.m.b.H,AT"
5404,AT,"CONOVA-AS ASN conova communications GmbH,AT"
5405,AT,"CSO_NET CSO.net Internet Services GmbH,AT"
5406,BE,"BELNET,BE"
5407,CZ,"SKYNET-CZ PODA a.s.,CZ"
5408,GR,"GR-NET Greek Research and Technology Network S.A,GR"
5409,DE,"TPL-ASN Toplink GmbH,DE"
5410,FR,"ASN-BOUYGTEL-ISP Bouygues Telecom SA,FR"
5411,FI,"Tieto Oyj,FI"
5412,ZZ,"-Reserved AS-,ZZ"
5413,GB,"AS5413 Daisy Communications Ltd,GB"
5415,UA,"GU CJSC Global Ukraine,UA"
5416,BH,"Batelco,BH"
5417,NL,"DEMON-NL XS4ALL Internet BV,NL"
5418,NL,"NERDNET-AS nerdnet,NL"
5419,NL,"CUCI Cubic Circle B.V.,NL"
5420,FI,"KEMNET Kemira Oyj,FI"
5421,BG,"SU-NET-AS Sofia University ""St. Kliment Ohridski"",BG"
5422,TR,"Superonline Iletisim Hizmetleri A.S.,TR"
5423,AT,"ETELAT A1 Telekom Austria AG,AT"
5424,AT,"ATNET-AT A1 Telekom Austria AG,AT"
5425,CY,"SPIDERNET Primetel PLC,CY"
5426,CH,"SUNRISE-MOBILE Sunrise Communications AG,CH"
5427,DE,"PRTL-DE Primus Telecommunications Europe,DE"
5428,GB,"ECL-AS Energis Communications Ltd,GB"
5429,RU,"IIP-NET-AS5429 ""UMOS CENTER"" LLC,RU"
5430,DE,"FREENETDE freenet Datenkommunikations GmbH,DE"
5431,RU,"FG-CORE OOO FREEnet Group,RU"
5432,BE,"BELGACOM-SKYNET-AS BELGACOM S.A.,BE"
5433,RU,"ROKSON-AS VEROLINE Ltd,RU"
5434,KZ,"NURSAT-ALA-AS JSC Nursat,KZ"
5435,SI,"VELCOM-AS Velcom d.o.o.,SI"
5436,FR,"BT-FRANCE BT France,FR"
5437,ZZ,"-Reserved AS-,ZZ"
5438,TN,"ATI-TN Agence Tunisienne d'Internet,TN"
5440,IT,"ASN-GARRINT Consortium GARR,IT"
5441,IT,"ASN-CNAF Consortium GARR,IT"
5442,IT,"ASN-CILEA Consortium GARR,IT"
5443,IT,"ASN-CINECA-GARR Consortium GARR,IT"
5444,IT,"ASN-PISA Consortium GARR,IT"
5445,IT,"ASN-ROMA Consortium GARR,IT"
5446,IT,"ASN-FRASCATI Consortium GARR,IT"
5447,IT,"ASN-LNGS Consortium GARR,IT"
5448,IT,"ASN-INFNMI Consortium GARR,IT"
5449,IT,"ASN-TRIESTE Consortium GARR,IT"
5450,IT,"ASN-BARI Consortium GARR,IT"
5451,IT,"ASN-NAPOLI Consortium GARR,IT"
5452,IT,"ASN-ER Consortium GARR,IT"
5453,IT,"ASN-BARI Consortium GARR,IT"
5454,IT,"ASN-PALERMO Consortium GARR,IT"
5455,IT,"ASN-UNITO Consortium GARR,IT"
5456,IT,"ASN-POLITO Consortium GARR,IT"
5457,IT,"ASN-FIRENZE Consortium GARR,IT"
5458,TR,"FNV Finans Yatirim Menkul Degerler A.S.,TR"
5459,GB,"LINX-AS London Internet Exchange Ltd.,GB"
5460,ZZ,"-Reserved AS-,ZZ"
5461,RU,"OKB MEI,RU"
5462,GB,"CABLEINET Virgin Media Limited,GB"
5463,BE,"PERCEVAL Perceval S.A.,BE"
5464,DE,"NETDISCOUNTER Netdiscounter GmbH,DE"
5465,ZZ,"-Reserved AS-,ZZ"
5466,IE,"EIRCOM Eircom Limited,IE"
5467,RU,"MIPT Non state educational institution ""Educational Scientific and Experimental Center of Moscow Institute of Physics and Technology"",RU"
5468,RU,"URFU Yeltsin UrFU, Ural Federal University,RU"
5469,FI,"AGNET Ahlstrom Corporation,FI"
5470,GR,"ASAUTHNET Aristotle University of Thessaloniki,GR"
5471,ZZ,"-Reserved AS-,ZZ"
5473,RU,"ASNORILSK Iterika LLC,RU"
5474,TR,"TOBBETU-NET TOBB Economics and Technology University,TR"
5475,DE,"Universitaet Hamburg,DE"
5476,ZZ,"-Reserved AS-,ZZ"
5477,ZZ,"-Reserved AS-,ZZ"
5478,ZZ,"-Reserved AS-,ZZ"
5479,LT,"UNI-VILNIUS Kaunas University of Technology,LT"
5480,RU,"R61NET State Educational institution for High professional education 'Southern Federal University',RU"
5481,ZZ,"-Reserved AS-,ZZ"
5482,GB,"AS5482 Daisy Communications Ltd,GB"
5483,HU,"HTC-AS Magyar Telekom Plc.,HU"
5484,IR,"CIS Shabakeh Gostar Shahriyar Co. (Ltd.),IR"
5486,IL,"SMILE-ASN 012 Smile Communications LTD.,IL"
5487,FI,"Elisa Oyj,FI"
5488,BE,"BELGACOM BELGACOM S.A.,BE"
5489,GR,"TEI-THES Alexander Technological Educational Institute of Thessaloniki,GR"
5490,ZZ,"-Reserved AS-,ZZ"
5491,DK,"OLSSON_NET Jan Olsson,DK"
5492,ZZ,"-Reserved AS-,ZZ"
5493,ZZ,"-Reserved AS-,ZZ"
5494,ZZ,"-Reserved AS-,ZZ"
5495,RU,"ASN-SPBGU Saint-Petersburg State University,RU"
5496,NL,"WIREHUB Easynet Nederland B.V.,NL"
5498,BY,"UNIBEL-AS Institution Central Information and Analytical Center at the Ministry of Education of Belarus,BY"
5499,ZZ,"-Reserved AS-,ZZ"
5500,GB,"PINNACLE Pinnacle Cloud Solutions Limited,GB"
5501,DE,"FRAUNHOFER-CLUSTER-BW Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,DE"
5502,IT,"NATO SACLANT Undersea Research Centre,IT"
5503,GB,"RMIFL RM Education plc,GB"
5504,CY,"LOGOSNET Logosnet Services Limited,CY"
5506,ZZ,"-Reserved AS-,ZZ"
5507,HU,"HU-BIX-AS Council of Hungarian Internet Providers,HU"
5508,ZZ,"-Reserved AS-,ZZ"
5509,ZZ,"-Reserved AS-,ZZ"
5510,ZZ,"-Reserved AS-,ZZ"
5511,FR,"OPENTRANSIT Orange S.A.,FR"
5512,ZZ,"-Reserved AS-,ZZ"
5513,HU,"TMH T-Mobile Hungary Telecommunications Company Limited by Shares,HU"
5515,FI,"TS-FINLAND-DATANET-OLD TS Finland DataNet,FI"
5516,PT,"INESC INESC - Instituto de Engenharia de Sistemas e Computadores PCUP,PT"
5517,DE,"CSL CSL Computer Service Langenbach GmbH,DE"
5518,LV,"TELIALATVIJA Telia Latvija SIA,LV"
5519,GB,"AS5519 Daisy Communications Ltd,GB"
5520,DE,"UNI-KOELN Universitaet zu Koeln,DE"
5521,DE,"MCS-CITYLINE MCS Moorbek Computer Systeme GmbH,DE"
5522,LT,"OMNITEL OMNITEL Net,LT"
5523,RU,"RMT CJSC ""CREDO-TELECOM"",RU"
5524,NL,"BREEDBANDNEDERLAND Breedband Nederland B.V.,NL"
5525,AE,"DU-AS2 Emirates Integrated Telecommunications Company PJSC (EITC-DU),AE"
5526,PL,"WROCLAW-GENERACJA-IX-POINT Telekomunikacja Internetowa Sp. z o.o.,PL"
5527,PL,"JJS-AS JJS Sp. z o.o.,PL"
5528,LV,"ANADANA-AS SIA AnaDana,LV"
5529,CH,"DIAG-AS DIAG Dienstleistungen AG,CH"
5530,UA,"EDS-GROUP-AS ""Commercial House Inter Trading Plus"" LTD,UA"
5531,RU,"TEZTOUR-AS ""Tez Tour"", Ltd.,RU"
5532,MT,"TERRANETMALTA GO p.l.c.,MT"
5533,PT,"CLARANET-PT Claranet Portugal Telecomunicacoes S.A.,PT"
5534,ZZ,"-Reserved AS-,ZZ"
5535,IT,"Food And Agriculture Organization of the United Nations,IT"
5537,RU,"RU-CENTER-AS CJSC Regional Network Information Center,RU"
5538,LV,"SIGMANET-NIC Institute of Mathematics and Computer Science of University of Latvia,LV"
5539,DE,"SPACENET SpaceNET AG,DE"
5540,IL,"The Israel Electric Corporation Limited,IL"
5541,RO,"ADNET-TELECOM SC AD NET MARKET MEDIA SRL,RO"
5543,RU,"RIA-AVERS-AS JSC Volgatranstelecom,RU"
5544,ZZ,"-Reserved AS-,ZZ"
5546,ZZ,"-Reserved AS-,ZZ"
5547,RU,"ORTEL-AS Closed Joint-Stock Company ""Orient-Telecom"",RU"
5548,RU,"MIIT-RZD-AS State Educational Institution of higher professional education Moscow State University of Railway Engineering,RU"
5549,DE,"SEICOM-AS Seicom Verwaltungs GmbH,DE"
5550,PL,"TASK-AS Technical University of Gdansk, Academic Computer Center TASK,PL"
5551,GB,"CORINET Cable & Wireless UK P.U.C.,GB"
5552,GB,"DIALNET-UK Redcentric Managed Solutions Limited,GB"
5553,RU,"TAMBOVMAN-AS State Educational Institution of Higher Professional Education ""Tambov State Technical University"",RU"
5554,HU,"INTEGRA Integra Zrt.,HU"
5555,GB,"SOHONETEU-AS Sohonet Limited,GB"
5556,ZZ,"-Reserved AS-,ZZ"
5557,ZZ,"-Reserved AS-,ZZ"
5558,ZZ,"-Reserved AS-,ZZ"
5559,ZZ,"-Reserved AS-,ZZ"
5560,EU,"MTN-ICS Belgacom International Carrier Services SA,EU"
5561,ZZ,"-Reserved AS-,ZZ"
5562,DE,"INTERHOUSE-FRANKFURT TELECITYGROUP INTERNATIONAL LIMITED,DE"
5563,RU,"URAL CJSC Ural WES,RU"
5564,GB,"SOL-AS Brightsolid Ltd,GB"
5565,HU,"SATRAX-NET Ltd.,HU"
5566,RU,"COSMOS-5566-AS Space Research Institute of Russian Academy of Sciences,RU"
5567,RU,"AS5567 National Research Tomsk Polytechnic University,RU"
5568,RU,"RBNET ROSNIIROS Russian Institute for Public Networks,RU"
5569,ZZ,"-Reserved AS-,ZZ"
5571,GB,"NETCOM MDNX Enterprise Services Limited,GB"
5572,RU,"BOTIK Botik Technologies Ltd.,RU"
5573,RU,"KRASNET-AS OJSC Rostelecom,RU"
5574,SE,"TDC-SE TDC Sverige AB,SE"
5575,FI,"TeliaSonera Finland Oyj,FI"
5576,AL,"AKSHI Agjencia Kombetare Shoqerise se Informacionit,AL"
5577,LU,"ROOT root SA,LU"
5578,CZ,"GTS-SK-AS BENESTRA, s.r.o.,CZ"
5579,DE,"MIDRAY-AS Midray GmbH,DE"
5580,NL,"HIBERNIA TripartZ B.V.,NL"
5583,NL,"ORANGE-BUSINESS-SERVICES-BENELUX Orange S.A.,NL"
5584,BH,"University of Bahrain,BH"
5585,IL,"IIX-ASN Israel Internet Association,IL"
5586,GB,"MCI-INT Verizon UK Limited,GB"
5587,GB,"BUSINESSSERVE Legend Communications plc.,GB"
5588,CZ,"GTSCE T-Mobile Czech Republic a.s.,CZ"
5589,RU,"MUNBANK-AS Novosibirsk Municipal bank,RU"
5590,ZZ,"-Reserved AS-,ZZ"
5591,RU,"MARTELCOM-AS OJSC Rostelecom,RU"
5592,ZZ,"-Reserved AS-,ZZ"
5593,UA,"UNITED-AS Criskom Ltd,UA"
5594,HU,"LHSYSHU Lufthansa Systems Hungaria,HU"
5595,AT,"Tele2 Telecommunication GmbH,AT"
5596,GB,"TMH T-Mobile Hungary Telecommunications Company Limited by Shares,GB"
5597,ZZ,"-Reserved AS-,ZZ"
5598,RU,"NETLUX-AS Teleradiocompany Nadezhda Ltd,RU"
5599,DK,"UUNET-DK Verizon Denmark A/S,DK"
5600,GB,"TCPNET-AS Total Connectivity Providers Ltd,GB"
5601,SE,"Kungliga Tekniska Hogskolan,SE"
5602,IT,"KPNQwest Italia S.p.a,IT"
5603,SI,"SIOL-NET Telekom Slovenije d.d.,SI"
5604,GB,"FREEDOMTOSURF Tiscali UK Limited,GB"
5605,DE,"NETUSE NetUSE AG,DE"
5606,RO,"KQRO GTS Telecom SRL,RO"
5607,GB,"BSKYB-BROADBAND-AS Sky UK Limited,GB"
5608,GB,"FVNN Fergus McKay,GB"
5609,IT,"ASN-CSELT  # AS-CSELT CONVERTED TO ASN-CSELT FOR RPSL COMPLIANCE TELECOM ITALIA SPA,IT"
5610,CZ,"O2-CZECH-REPUBLIC O2 Czech Republic, a.s.,CZ"
5611,ZZ,"-Reserved AS-,ZZ"
5612,NL,"HNHW8-AS Cistron IP BV,NL"
5613,AE,"DUBAIMERC-AE Dubai Mercantile Exchange Limited,AE"
5614,GB,"Verizon UK Limited,GB"
5615,NL,"TISNL-BACKBONE KPN B.V.,NL"
5616,PL,"MEDIATEL-AS Elterix S.A.,PL"
5617,PL,"TPNET Orange Polska Spolka Akcyjna,PL"
5618,IR,"DPI DP IRAN,IR"
5619,NO,"EVRY-NO EVRY AS,NO"
5620,HR,"ADRIAMEDIA-AS Adria Media ZAGREB d.o.o.,HR"
5621,EU,"Verizon Nederland B.V.,EU"
5622,CH,"Thomson Corporation,CH"
5623,EU,"AT&T Internet Services,EU"
5624,DK,"CSC Danmark A/S,DK"
5625,ZZ,"-Reserved AS-,ZZ"
5626,PT,"ONI ONITELECOM - INFOCOMUNICACOES, SA,PT"
5628,SK,"EUROTEL-SK Slovak Telecom, a. s.,SK"
5629,PL,"GRAL GRAL's AS Number,PL"
5630,DE,"AS_AWL-DE Atos Worldline SAS,DE"
5631,GB,"VITAL-GROUP Luminet Data Limited,GB"
5632,US,"CRONOS-CAPITAL - Cronos,US"
5633,MX,"Internet Online S.A. de C.V.,MX"
5634,US,"MILESTONE - Milestone Research and Development Labs Inc.,US"
5635,US,"GLAXOSMITHKLINE - GlaxoSmithKline,US"
5636,US,"LISTING - NetWork Access,US"
5637,US,"SAF-HOLLAND - SAF HOLLAND INC.,US"
5638,US,"BREWER-SCIENCE - Brewer Science,US"
5639,TT,"Telecommunication Services of Trinidad and Tobago,TT"
5640,US,"NCSA-VBNS-EX - National Center for Supercomputing Applications,US"
5641,US,"DATAPOINTINC-5641 - DataPoint,US"
5642,US,"ASHDOWN-TECH - Ashdown Technologies, Inc.,US"
5643,US,"SILKROAD-US - The Silk Road Group, Ltd.,US"
5644,US,"ASN-USA - USAinternet, Inc.,US"
5645,CA,"TEKSAVVY - TekSavvy Solutions, Inc.,CA"
5646,US,"NN-CNSM - NAP.NET, LLC,US"
5647,US,"ASN-KODAK - Eastman Kodak Company,US"
5648,AR,"Satlink S.A.,AR"
5649,US,"KEVNET-ASN - Kevin Communication Services,US"
5650,US,"FRONTIER-FRTR - Frontier Communications of America, Inc.,US"
5651,US,"DESTEK - Friends of Synergytics,US"
5652,US,"IN-NET - INTERNET Indiana,US"
5653,US,"UCSF - University of California San Francisco,US"
5654,US,"TISHNET - The Information SuperHighway Corp,US"
5655,US,"DECADE-DOM - Decade Communications,US"
5656,US,"ACCESSUS-DOM - accessU.S./BASENet,US"
5657,US,"NOVAIAC-ASN - FC Business Systems,US"
5658,US,"CCE-NET - Coca-Cola Enterprises,US"
5659,US,"VIVANET - Vivanet Inc.,US"
5660,US,"JCI-NET - Johnson Control,US"
5661,US,"USF - UNIVERSITY OF SOUTH FLORIDA,US"
5662,US,"ASN-TBS-1 - Turner Broadcasting,US"
5663,US,"EDCNET - US Geological Survery,US"
5664,CA,"SHERIDAN-NET - Sheridan College,CA"
5665,US,"DELMARVA-ASN - Delmarva Power & Light Company,US"
5666,US,"NET-CPRK - Harris CapRock Communications, Inc.,US"
5667,US,"FASTNET2-ASN - You Tools Corporation/FastNet,US"
5668,US,"AS-5668 - CenturyTel Internet Holdings, Inc.,US"
5669,ZZ,"-Reserved AS-,ZZ"
5670,US,"MONTEREY - Monterey Bay Internet,US"
5671,US,"PBI-NET-BLK - AT&T Internet Services,US"
5672,US,"PBI-NET-BLK - AT&T Internet Services,US"
5673,US,"PBI-NET-BLK - AT&T Internet Services,US"
5674,US,"PBI-NET-BLK - AT&T Internet Services,US"
5675,US,"PBI-NET-BLK - AT&T Internet Services,US"
5676,US,"PBI-NET-BLK - AT&T Internet Services,US"
5677,US,"PBI-NET-BLK - AT&T Internet Services,US"
5678,US,"PBI-NET-BLK - AT&T Internet Services,US"
5679,US,"PBI-NET-BLK - AT&T Internet Services,US"
5680,US,"PBI-NET-BLK - AT&T Internet Services,US"
5681,US,"PBI-NET-BLK - AT&T Internet Services,US"
5682,US,"NETONE - Online Network Enterprises,US"
5683,US,"MCBB - Mad City Broadband, Inc.,US"
5684,US,"GANNETT-NET - Gannett Company, Inc.,US"
5685,US,"DRANET-NORTH - Data Research Associates, Inc.,US"
5686,US,"AOL-5686 - CompuServe Interactive Services, Inc,US"
5687,US,"AA-NET - Alternate Access Inc.,US"
5688,CA,"PRIMUS-AS5688 - Primus Telecommunications Canada Inc.,CA"
5689,US,"HOOSIERNET - HoosierNet, Inc.,US"
5690,CA,"VIANET-NO - Via Computer and Communications (ViaNet),CA"
5691,US,"MITRE-AS-5 - The MITRE Corporation,US"
5692,AR,"Universidad Nacional de La Plata,AR"
5693,US,"LATISYS-IRVINE - Latisys-Irvine, LLC,US"
5694,US,"UNIFIED-NET - Blue Cross Blue Shield Association,US"
5695,US,"MAILROOM-NT - Allen Bradley Inc.,US"
5696,US,"EXPRES - Express Scripts Incorporated,US"
5697,US,"SG-INTER - Interliant,US"
5698,US,"NETPUB-AS - Network Publishing, Inc.,US"
5699,US,"ASN-AHRCNYC - AHRC New York City,US"
5700,US,"XL-NET - MISHA, Inc.,US"
5701,US,"HEALTH-ONE - HealthOne,US"
5702,US,"GALAXY - Galaxy Networks (division of Kolacom, Inc.),US"
5703,US,"TIGERFUND - Tiger Management Coporation,US"
5704,US,"CARIBE-NET - Caribbean Internet Service, Corp.,US"
5705,US,"COLUMBIA-CREDIT-UNION - Columbia Community Credit Union,US"
5706,US,"DEERFIELDROUTERS - PC Quote, Inc.,US"
5707,US,"UTHSC-H - The University of Texas Health Science Center at Houston,US"
